-4.4221	1.5201	-0.9513	6.0151e+04
-16.8844	2.0402	-0.7472	3.0955e+04
-18.8945	2.4698	-0.5643	4.5729e+04
-32.3618	2.6960	-0.3955	2.4975e+04
0	2.9899	-0.8387	2.3216e+04
-27.1357	1.8593	-0.8035	1.7588e+03
-17.4874	2.4472	-0.6558	3.3769e+04
-24.7236	5.2286	-0.1281	5.2764e+03
-31.5578	3.4874	-1.3241	2.6382e+04
-26.9347	3.4196	-1.1131	4.6432e+04
-36.7839	3.4422	-0.1492	1.9698e+04
-24.5226	4.5955	-0.2196	4.8894e+04
-29.1457	5.3417	-0.6769	6.2261e+04
-18.4925	3.2613	-0.1774	703.5176
-21.9095	4.9573	-0.8598	4.9950e+04
-2.2111	3.7814	-1.0849	4.9246e+04
